2.000000E+2	7.638701E+2	7.641533E+2	8.978232E-3
2.050000E+2	7.637871E+2	7.641533E+2	8.970077E-3
2.100000E+2	7.638311E+2	7.641484E+2	9.048959E-3
2.150000E+2	7.638799E+2	7.641582E+2	9.067869E-3
2.200000E+2	7.638213E+2	7.641680E+2	9.209050E-3
2.250000E+2	7.638408E+2	7.641582E+2	9.301528E-3
2.300000E+2	7.637676E+2	7.641533E+2	9.461817E-3
2.350000E+2	7.637773E+2	7.641582E+2	9.518773E-3
2.400000E+2	7.638262E+2	7.641680E+2	9.610948E-3
2.450000E+2	7.638945E+2	7.642412E+2	9.667028E-3
2.500000E+2	7.638652E+2	7.645195E+2	1.000792E-2
2.550000E+2	7.637871E+2	7.653496E+2	1.023540E-2
2.600000E+2	7.638555E+2	7.660381E+2	1.046959E-2
2.650000E+2	7.638555E+2	7.665801E+2	1.117191E-2
2.700000E+2	7.638994E+2	7.682305E+2	1.137414E-2
2.750000E+2	7.639287E+2	7.716289E+2	1.055023E-2
2.800000E+2	7.638848E+2	7.742461E+2	1.029305E-2
2.850000E+2	7.637969E+2	7.769511E+2	9.990982E-3
2.900000E+2	7.638945E+2	7.804277E+2	9.795582E-3
2.950000E+2	7.638945E+2	7.836748E+2	1.006754E-2
3.000000E+2	7.638262E+2	7.883622E+2	9.916358E-3
3.050000E+2	7.638945E+2	7.944853E+2	1.020073E-2
3.100000E+2	7.638750E+2	8.026884E+2	1.019318E-2
3.150000E+2	7.638799E+2	8.123368E+2	1.041005E-2
3.200000E+2	7.639141E+2	8.234842E+2	1.063530E-2
3.250000E+2	7.638848E+2	8.383035E+2	1.104673E-2
3.300000E+2	7.637822E+2	8.586355E+2	1.142151E-2
3.350000E+2	7.638115E+2	8.862331E+2	1.180214E-2
3.400000E+2	7.638848E+2	9.130738E+2	1.215361E-2
3.450000E+2	7.638408E+2	9.332105E+2	1.263938E-2
3.500000E+2	7.638848E+2	9.508325E+2	1.341728E-2
3.550000E+2	7.638457E+2	9.711596E+2	1.383073E-2
3.600000E+2	7.638603E+2	9.862182E+2	1.398733E-2
3.650000E+2	7.639287E+2	9.915648E+2	1.417814E-2
3.700000E+2	7.638506E+2	9.955150E+2	1.410835E-2
3.750000E+2	7.638701E+2	1.055456E+3	1.505772E-2
3.800000E+2	7.639092E+2	1.105236E+3	1.602280E-2
3.850000E+2	7.638799E+2	1.143400E+3	1.638059E-2
3.900000E+2	7.639287E+2	1.184147E+3	1.685153E-2
3.950000E+2	7.638311E+2	1.232414E+3	1.726828E-2
4.000000E+2	7.639141E+2	1.266418E+3	1.832989E-2
4.050000E+2	7.639238E+2	1.285500E+3	1.845089E-2
4.100000E+2	7.638994E+2	1.321164E+3	1.893366E-2
4.150000E+2	7.638555E+2	1.348830E+3	1.913458E-2
4.200000E+2	7.638994E+2	1.401974E+3	2.010430E-2
4.250000E+2	7.638848E+2	1.398214E+3	2.011658E-2
4.300000E+2	7.638896E+2	1.416007E+3	2.044280E-2
4.350000E+2	7.638945E+2	1.438053E+3	2.041521E-2
4.400000E+2	7.638848E+2	1.471095E+3	2.072496E-2
4.450000E+2	7.638603E+2	1.480939E+3	2.074470E-2
4.500000E+2	7.639092E+2	1.675772E+3	2.277848E-2
4.550000E+2	7.638848E+2	1.535685E+3	2.079926E-2
4.600000E+2	7.639434E+2	1.580460E+3	2.139249E-2
4.650000E+2	7.639336E+2	1.653707E+3	2.197142E-2
4.700000E+2	7.639189E+2	1.762139E+3	2.314889E-2
4.750000E+2	7.639141E+2	1.592125E+3	2.190110E-2
4.800000E+2	7.639434E+2	1.584337E+3	2.042168E-2
4.850000E+2	7.638945E+2	1.563175E+3	2.134825E-2
4.900000E+2	7.638652E+2	1.523810E+3	2.019700E-2
4.950000E+2	7.638848E+2	1.559854E+3	2.094330E-2
5.000000E+2	7.638994E+2	1.560274E+3	2.055167E-2
5.050000E+2	7.639482E+2	1.487965E+3	2.057021E-2
5.100000E+2	7.638945E+2	1.440758E+3	2.021342E-2
5.150000E+2	7.638359E+2	1.419586E+3	2.001316E-2
5.200000E+2	7.638555E+2	1.401198E+3	1.963955E-2
5.250000E+2	7.639482E+2	1.381134E+3	1.950758E-2
5.300000E+2	7.638555E+2	1.359621E+3	1.942469E-2
5.350000E+2	7.638994E+2	1.338961E+3	1.944519E-2
5.400000E+2	7.639043E+2	1.320260E+3	1.914311E-2
5.450000E+2	7.639189E+2	1.304240E+3	1.875532E-2
5.500000E+2	7.639385E+2	1.283175E+3	1.860079E-2
5.550000E+2	7.639434E+2	1.262453E+3	1.840718E-2
5.600000E+2	7.639482E+2	1.242873E+3	1.801388E-2
5.650000E+2	7.639092E+2	1.222848E+3	1.771212E-2
5.700000E+2	7.639238E+2	1.207272E+3	1.724103E-2
5.750000E+2	7.639287E+2	1.187902E+3	1.725416E-2
5.800000E+2	7.638896E+2	1.168776E+3	1.697116E-2
5.850000E+2	7.638994E+2	1.151340E+3	1.655526E-2
5.900000E+2	7.638945E+2	1.131691E+3	1.630872E-2
5.950000E+2	7.638408E+2	1.110632E+3	1.589484E-2
6.000000E+2	7.639482E+2	1.090149E+3	1.543773E-2
